Day,Susceptible,Exposed,Infected,Recovered,Vaccinated,Willingness
0.0,999400.0,100.0,500.0,0.0,0.0,0.4
1.0,998587.4749591454,259.6774819626817,487.44066197651546,49.107019941280186,616.2998769739988,0.225474743075321
2.0,998064.5579723197,391.2151612359392,503.5677654228129,98.44025772538001,942.2188432961498,0.11166601418106292
3.0,997701.4112607717,508.9890362715753,541.6356452472053,150.53533099609734,1097.4287267133966,0.0509619891681218
4.0,997405.3861036478,622.6171032920137,597.9632814969233,207.37304740499945,1166.660464158224,0.022183604304278372
5.0,997123.1187972008,739.0581295689382,670.7340184941079,270.6747377818862,1196.4143169542192,0.009385975270489965
6.0,996826.0414521922,863.6031776062092,759.4517264381072,342.05034945699674,1208.853294306395,0.003916119294353031
7.0,996497.7210239939,1000.5835410489769,864.5700541478883,423.1107486363678,1214.0146321728314,0.0016112016982315987
8.0,996127.2150805683,1153.835683976853,987.2712102641356,515.549701092493,1216.1283240981875,0.0006543964292217816
9.0,995705.4451639649,1327.026818727836,1129.3344406601518,621.2098096542071,1216.9837669929252,0.0002622573288397957
10.0,995223.5886939134,1523.883184043282,1293.070304242478,742.1385228184947,1217.3192949822405,9.950519051604626e-05
11.0,994672.1582387016,1748.359750121946,1481.2984241915901,880.6397224351665,1217.5438645496058,0.00015361082058430083
12.0,994040.5669791688,2004.7763646003698,1697.3558868897883,1039.325165820288,1217.975603520702,0.00029562875547760976
13.0,993316.9599683185,2297.939939965222,1945.1290056186256,1221.1702843411683,1218.8008017564193,0.0005628027185195246
14.0,992487.7708523606,2633.2155622376877,2229.1023326886616,1429.5583968821402,1220.3528558308074,0.0010583864311493924
15.0,991537.2402941238,3016.6801980443743,2554.430424716046,1668.3658690566808,1223.2832140591063,0.0019795074928209634
16.0,990447.0584605708,3455.22718677838,2926.9912296420935,1942.0228437649853,1228.700279243726,0.003652546900177206
17.0,989195.8022275455,3956.578998294804,3353.504474047346,2255.565351634345,1238.5489484779357,0.006652519037871567
18.0,987757.5117674485,4529.507715262821,3841.638565260483,2614.770991438111,1256.5709605900315,0.012040885395131234
19.0,986100.9111078847,5183.940088536637,4400.079066895137,3026.2324948761493,1288.8372418072904,0.021484002931125915
