Day,Susceptible,Exposed,Infected,Recovered,Vaccinated,Willingness
0.0,999400.0,100.0,500.0,0.0,0.0,0.4
1.0,998557.0118976466,259.6895201694922,487.43223336531776,49.10894330085124,646.7574055176675,0.2529018994349107
2.0,997969.4885326189,391.2016034470969,503.56674033713836,98.44012445082923,1037.3029991459564,0.14552285714012614
3.0,997544.0420182389,508.9529575369662,541.6299264485513,150.53497608660018,1254.8401216888033,0.07824842939892598
4.0,997203.1079299098,622.5392062337636,597.9521474645642,207.37074620804032,1369.0299701836368,0.04027820013488667
5.0,996892.6470239694,738.9350673680386,670.7062038696384,270.67021351892583,1427.0414912737683,0.020149556693626763
6.0,996579.2959291566,863.4277474439933,759.3969205888287,342.0421447254551,1455.8372580849937,0.00987790659987458
7.0,996242.2995448443,1000.3378011782803,864.4818175160318,423.09513764869433,1469.7856988124154,0.004799418625857692
8.0,995867.2795457469,1153.5076634174904,987.1369169366918,515.523049598087,1476.5528243006147,0.0022985524327978424
9.0,995443.311978411,1326.5990800118648,1129.1411260756072,621.1669499236027,1479.78086557767,0.0010890925029232081
10.0,994960.4801943612,1523.3338964683269,1292.8028438758047,742.0726410962403,1481.3104241981587,0.0005808982319652934
11.0,994407.9554529991,1747.6642691048698,1480.9381189125431,880.5426122968868,1482.8995466863587,0.0011057953837089731
12.0,993774.071894383,2003.9060219910318,1696.880791771074,1039.1873570945197,1485.953934760045,0.0020595846685803904
13.0,993046.0552807027,2296.843649889721,1944.5133203225755,1220.9745785849418,1491.6131704998688,0.0038163183648082916
14.0,992208.4696865971,2631.860478729724,2228.3156272035258,1429.2956033815794,1502.0586040878563,0.007007892890227362
15.0,991242.5264037445,3015.0114266874707,2553.4250128835797,1668.0157915575187,1521.02136512674,0.012712204747997084
16.0,990124.2587713986,3453.126848721599,2925.7250588659913,1941.5514696148607,1555.3378513988143,0.022834197776090824
17.0,988822.928678279,3953.9581174067666,3351.917733331003,2254.9587261107904,1616.2367448722366,0.04026619371556972
18.0,987297.8097410767,4526.198303920167,3839.630484842616,2613.98958435107,1722.3718858093248,0.06973266017745622
19.0,985493.8816017146,5179.6147491116035,4397.5404262361135,3025.219628295861,1903.743594641664,0.11757044901225105
20.0,983340.6391681703,5925.18163282828,5035.451721702902,3496.1589550722674,2202.5685222261386,0.19139052225745762
21.0,980979.9448199604,6775.213073067027,5764.450429040161,4035.345107394898,2445.046570537356,0.06716716208568568
22.0,978484.3713685393,7743.973905834512,6597.105747734148,4652.502429188229,2522.0465487036445,0.02024445114798347
23.0,975701.6431066658,8847.281446338646,7547.657156469248,5358.694101761334,2544.7241887647538,0.005881347461740272
24.0,972547.5218674826,10102.578733272569,8632.152886462023,6166.4964647996585,2551.2500479829464,0.0016842902500537565
25.0,968958.9658465,11529.13233952386,9868.607946360416,7090.187605532315,2553.106262083284,0.00046696989307284313
26.0,964875.3088391635,13148.142219064448,11277.175731449332,8145.952579592806,2553.4206307297095,3.217131645859602e-05
27.0,960231.3488127406,14982.78521311075,12880.317798960205,9352.105853335192,2553.4423218529964,2.108851292939869e-06
28.0,954956.0757434996,17058.19117793255,14702.959161977611,10729.33005493835,2553.4438616517414,-3.999928046802305e-08
29.0,948971.6732049643,19401.336810447017,16772.616506397022,12300.929254079603,2553.44422411186,-5.56465614149818e-07
30.0,942193.1570995036,22040.822420427106,19119.48662743508,14093.09063395643,2553.4432186774943,8.764917039882749e-07
31.0,934528.4079077805,25006.526947577328,21776.461685320748,16135.15999518928,2553.443464131927,5.317718004663043e-07
32.0,925878.5362932432,28329.043671331965,24779.072997824354,18459.902277643894,2553.444759956291,-1.3515101527234505e-06
33.0,916138.5658501514,32038.924603947118,28165.305233233146,21103.759914988394,2553.4443976796856,-8.401011247214176e-07
34.0,905198.5644365061,36165.651796200706,31975.256416287444,24107.0846693787,2553.4426816266664,1.7021549709320663e-06
35.0,892945.3446039396,40736.2825993529,36250.60725536199,27514.322867569277,2553.44267377595,1.735627356527634e-06
36.0,879264.8141044023,45773.75139678302,41033.85476750397,31374.136325759606,2553.443405550778,6.477988691370652e-07
37.0,864045.0638377358,51294.804709076445,46367.25238239515,35739.435019575714,2553.444051216644,-3.4100827495695976e-07
38.0,847180.2878364413,57307.55506529928,52291.427572644396,40667.284953553426,2553.4445720612844,-1.1760886752260608e-06
39.0,828575.5524141027,63808.70307033132,58843.64098123657,46218.660484747496,2553.44304958162,4.3319764224891573e-07
40.0,808152.3678094085,70780.56441299802,66055.61027028624,52458.01165554928,2553.4458517577245,8.995448124201498e-06
41.0,785855.0131322844,78187.94137909435,73951.00374771799,59452.58387633889,2553.457864564068,5.186401475793539e-06
42.0,761657.31148652,85975.2331288682,82542.51544424972,67271.47648312605,2553.4634572357077,2.3873188617183306e-06
43.0,735568.1246294912,94066.5250487436,91827.01224043177,75984.87148425277,2553.4665970802944,8.081527787458948e-07
44.0,707644.4316612232,102350.13946639754,101791.71554741895,85660.24605754323,2553.467267416789,4.658590610036144e-07
45.0,677986.961491014,110700.40495648835,112395.49451330348,96363.67202299747,2553.467016196454,5.875263353773839e-07
46.0,646738.3136579738,118985.85417857644,123562.54496235136,108159.81949114455,2553.467709953586,2.3694853856859962e-07
47.0,614117.8792868423,127009.58913470356,135220.3705251837,121098.69298081144,2553.4680724586956,5.08701865419416e-08
48.0,580394.929236477,134560.7602763668,147271.8369056162,135219.00555065266,2553.4680308871148,6.357216335348097e-08
49.0,545863.0684170444,141464.14614383294,159565.02070079028,150554.2968719058,2553.467866426375,1.3804144110774923e-07
50.0,510828.79989155644,147600.13355039427,171879.63469075947,167137.96389322623,2553.467974063357,8.22878529327531e-08
51.0,475664.46915008104,152783.41461145214,184029.19177168712,184969.4563840187,2553.46808276077,2.5348536810708596e-08
52.0,440813.28598017804,156719.49709674693,195920.53323477256,203993.21555655525,2553.468131746958,-5.336613751926304e-09
53.0,406660.140942303,159238.77415050025,207392.9328629576,224154.68392641758,2553.4681178214446,-8.189383942610326e-09
54.0,373526.5625839531,160305.8510762501,218211.48251616693,245402.63575825057,2553.4680653791966,7.054049713315638e-09
55.0,341670.7174396673,160019.5453368511,228067.09213130845,267689.17706576234,2553.468026410626,1.9343119352629e-08
56.0,311319.47842313093,158522.74401026513,236651.56063929887,290952.7488916216,2553.468035683289,1.3735466286401758e-08
57.0,282737.3874040662,155735.00646069463,243938.51408767584,315035.62400393735,2553.4680436257595,8.87214498086165e-09
58.0,256105.20622980018,151654.45659470223,249924.8068194586,339762.06230777595,2553.468048262826,5.743154579423922e-09
59.0,231521.90039596226,146386.82227573715,254558.51745353246,364979.2918244894,2553.4680502785327,4.138620228522226e-09
60.0,209005.84897137096,140142.71988027444,257740.46082284316,390557.50227474625,2553.468050765076,3.5072740434998014e-09
61.0,188494.84459803332,133237.6542978151,259324.18797439715,416389.84507853154,2553.4680512228015,2.956455108609509e-09
62.0,169911.609849185,125925.09503688001,259263.30653161087,442346.5205301466,2553.4680521772525,2.0430672879044254e-09
63.0,153201.5770366182,118255.91537823585,257756.36815062878,468232.67138169473,2553.468052822234,1.306273356138039e-09
64.0,138255.58414144604,110353.5976116223,254950.31527783885,493887.03491590754,2553.4680531850163,8.732022000031066e-10
65.0,124948.54349329536,102360.7666587182,250960.4089625934,519176.81283205864,2553.4680533341407,7.306465189910414e-10
66.0,113139.48593276051,94439.09331333474,245870.30516889135,543997.6475316347,2553.4680533784604,7.255364137387516e-10
67.0,102672.39541292022,86766.92796500518,239734.65892093684,568272.5496476731,2553.468053464389,5.63631108621489e-10
68.0,93414.98018126847,79420.77819601484,232708.58143020712,591902.1921389034,2553.4680536058504,5.678817327611663e-11
69.0,85242.9124627003,72424.69774810247,224984.803134859,614794.1186006367,2553.468053701198,-3.5079458273743773e-10
70.0,78032.06924491069,65819.49746886796,216710.55782088655,636884.4074116235,2553.468053710981,-3.460747883490456e-10
71.0,71670.78933481785,59634.73389564645,208017.940557043,658123.0681588498,2553.4680536426117,8.406601722035535e-11
72.0,66059.87335856317,53888.70925550826,199023.9076948407,678474.0416375373,2553.468053550365,6.528223844587635e-10
73.0,61112.58376151116,48588.47146525896,189830.27686855107,697915.1998511432,2553.46805353538,7.734649535631085e-10
74.0,56751.21367753258,43716.438260062634,180554.45646550946,716424.4235427858,2553.4680541092503,-6.1855355136775885e-09
75.0,52899.85809089366,39255.44011005673,171295.88246301303,733995.3512810107,2553.468055025628,-1.793909415883536e-08
76.0,49491.48406489084,35205.64516185986,162101.16486853518,750648.2378493744,2553.4680553394323,-2.212535079285176e-08
77.0,46468.13658130588,31554.98477730902,153022.00606770779,766401.4045190131,2553.4680546638783,-1.3591358784676386e-08
78.0,43780.92402995865,28278.991550864954,144115.53357621838,781271.0827897815,2553.468053176234,5.524181470820307e-09
79.0,41390.0182087072,25340.799309612114,135444.3000398101,795271.4143902526,2553.4680516178196,2.5790922552846914e-08
80.0,39264.65432344773,22691.14311325873,127076.28323428181,808414.4512777175,2553.468051294008,3.048687001469102e-08
81.0,37378.30452036416,20284.327549148897,119065.01836325543,820718.8815002181,2553.4680670132493,-2.645076083264437e-07
82.0,35695.43043247384,18124.926821956407,111391.37649695597,832234.7981481595,2553.4681004539625,-9.109872065776208e-07
83.0,34190.821604980345,16197.887843930595,104055.74336981503,843002.079081303,2553.468099970777,-9.055588837742369e-07
84.0,32843.12578414261,14482.94920672509,97063.5983081861,853056.858647498,2553.4680534479758,-7.563753374955878e-09
85.0,31634.06776350591,12957.041260528009,90422.60385504835,862432.8191281315,2553.4679927859734,1.1722191655781723e-06
86.0,30548.44938390182,11594.286114061966,84142.60577000657,871161.190738128,2553.4679939013163,1.171572948459712e-06
87.0,29572.730135261594,10375.346719566927,78221.96390689467,879276.4911783529,2553.4680599237076,-1.7305648145788217e-07
88.0,28694.070184678916,9289.63415495746,72645.7678042816,886817.0598226273,2553.4680334544955,4.3374743035065446e-07
89.0,27901.799892580755,8322.552893185562,67405.31804621371,893816.8611209198,2553.4680470999656,1.199114962579752e-07
90.0,27186.56362163594,7461.072549852986,62489.93890605107,900308.9568650532,2553.468057406609,-1.1395155184162549e-07
91.0,26540.119144990254,6693.561723575067,57887.557645850946,906325.2934512444,2553.4680343391615,4.646763546715097e-07
92.0,25955.2187356654,6009.397855512376,53585.45138832264,911896.4639074526,2553.4681130467966,-1.680293726338836e-06
93.0,25425.462928500987,5399.434199562238,49569.74264956653,917051.8921514074,2553.46807096267,-5.075170384707144e-07
94.0,24945.1793460086,4855.35980935751,45826.45865382382,921819.5342283578,2553.467962452001,2.5229812435716812e-06
95.0,24509.36537958163,4369.593021691175,42341.72386856029,926225.8496706896,2553.468059477131,-2.2403042933785185e-07
96.0,24113.56697073028,3935.683021100487,39101.25876261205,930296.0232277388,2553.4680178182257,1.0345122074723866e-06
