Day,Susceptible,Exposed,Infected,Recovered,Vaccinated,Willingness
0.0,999400.0,100.0,500.0,0.0,0.0,0.4
1.0,998439.731682049,259.68632608115996,487.4292601929235,49.109541329457784,764.04319034733,0.3649915222566942
2.0,997548.4817283401,391.14840349835424,503.56107154367237,98.43996614165277,1458.3688304760715,0.3309147166921913
3.0,996713.6425475416,508.8961630784436,541.5396870828835,150.54875422195528,2085.372848074975,0.29813697105927867
4.0,995924.4466870702,622.2229337147479,597.8452663556951,207.37252595779069,2648.112586901456,0.2669682042434522
5.0,995170.4425000269,738.1643422407211,670.5848762998869,270.6426522142856,3150.1656292180983,0.23765488463872966
6.0,994441.0466988083,862.4203046833618,758.9832635892034,342.0227526010399,3595.5269803179867,0.2103769634046695
7.0,993726.0582101507,998.5939107723768,863.8746501211021,423.01752904473307,3988.4556999109686,0.18524595604153965
8.0,993014.3454777626,1150.6666944893743,986.3106262788222,515.3374809254688,4333.339720543583,0.1623124778690701
9.0,992294.0193259536,1322.7166266852332,1127.7595078877705,620.8716974662693,4634.632842006989,0.1415692005719434
10.0,991553.0495270144,1518.0825424811824,1290.6873558071159,741.6040561900912,4896.576518506964,0.12263743863814973
11.0,990433.9276650237,1740.602025901042,1477.8587914818593,879.8165337168592,5467.794983876286,0.5110578098631902
12.0,988367.0679893007,1994.097888255393,1692.5054025479058,1038.0911868684266,6908.23753302724,0.8893256067311042
13.0,985775.1833180573,2282.717376556636,1938.299025298793,1219.3552850014962,8784.444995085358,0.9841349627054147
14.0,983002.7856017402,2611.334623275105,2219.4207119491716,1426.9279514651537,10739.531111569968,0.9982588043969292
15.0,980108.062949124,2985.496008874134,2540.64750020007,1664.5756016363334,12701.217940165094,0.9998405580854091
16.0,977086.2682663128,3411.40988673246,2907.4207650137323,1936.574989040656,14658.32609289997,0.9999649417128811
17.0,973920.8929085295,3896.017607702559,3325.915123485327,2247.783006366971,16609.391353915165,0.999934424528881
18.0,970592.8122395815,4447.077366602182,3803.1171045656615,2603.7143040303536,18553.27898521991,1.0006372405517558
19.0,967076.7987059958,5073.255671425701,4346.910005605065,3010.624961855166,20492.4106551179,0.9991285216969065
20.0,963353.1580428738,5784.2079155102965,4966.172319922458,3475.6110516632316,22420.8506700298,1.0010362978025937
21.0,959385.0490559868,6590.678397412255,5670.877697457078,4006.7061393651416,24346.688709778333,0.998560989571212
22.0,955151.0046489129,7504.55920398582,6472.20619534569,4613.00614451913,26259.223807236056,1.0003371232323868
23.0,950607.1507355283,8538.990673739501,7382.6584652957445,5304.78325264092,28166.416872795184,0.9991598596877936
24.0,945720.1281910415,9708.408567190598,8416.16646077679,6093.638125546094,30061.65865544454,1.0001649991748547
25.0,940442.0749263834,11028.580909070786,9588.219551407783,6992.633214552978,31948.49139858456,0.9996146704716704
26.0,934727.9630949983,12516.64639553127,10915.957614299956,8016.469524137832,33822.96337103225,0.9994212840255003
27.0,928523.666383076,14192.231166849298,12417.417281267457,9181.860905472171,35684.824263334616,0.9990059953021028
28.0,921767.5946716687,16083.846178199841,14106.999241481552,10508.80912655228,37532.75078209717,0.9983311043941107
29.0,914401.3052172696,18202.539236338882,16014.77684290643,12016.034794642002,39365.343908842704,0.9972853533718171
30.0,906362.1487850661,20560.472844977874,18172.051927125947,13724.98586861596,41180.34057421372,0.9955849746253337
31.0,897580.9825521705,23176.52579502631,20607.138730259634,15660.92659729569,42974.426325247354,0.9927539172032199
32.0,887982.1701076202,26076.29316459169,23345.3638829627,17852.937519449646,44743.235325375375,0.9881238468124846
33.0,877483.5814523766,29292.08631897955,26409.06641042605,20333.915463793193,46481.350354424176,0.9808341458185842
34.0,865996.8033768336,32862.56062925273,29817.809661032003,23140.526616058505,48182.29971682285,0.9698356028569777
35.0,853446.4620240163,36799.44658770123,33607.654812010456,26309.022124602277,49837.41445166932,0.9538754420914383
36.0,839766.2190038771,41099.99866897826,37822.16853506704,29877.282189617894,51434.33160245922,0.9310686601019115
