Day,Susceptible,Exposed,Infected,Recovered,Vaccinated,Willingness
0.0,999400.0,100.0,500.0,0.0,0.0,0.4
1.0,987092.4645832035,258.51522598051133,487.39694282638885,49.097877797406504,12112.525370192043,0.298904842400596
2.0,978142.2879102033,387.4215358912852,502.9892027245966,98.42481292020713,20868.876538260356,0.2132308522469396
3.0,971857.225996319,501.2074430051461,539.9627365412351,150.4277195443603,26951.1761045901,0.14619573376846795
4.0,967561.0642239671,609.3674235076026,594.5847789093989,206.98967107394168,31027.99390254172,0.09716094428099492
5.0,964641.4146579739,719.3996426522069,664.5225043385715,269.82848296626156,33704.83471206885,0.06294899525198636
6.0,962664.9100229433,835.9516647474037,749.3729747181495,340.392006940389,35409.37333065055,0.04008182696651883
7.0,961277.6831986263,963.2951677712465,849.2858209807064,420.19610269911954,36489.53970992243,0.02514089414275825
8.0,960256.908077178,1104.8641765857667,965.2499653277764,510.7832701282134,37162.19451078002,0.015598230735513825
9.0,959448.8522657673,1263.9153993945508,1098.7736838474148,613.8282012582406,37574.63044973226,0.009625075538193771
10.0,958743.6262400385,1443.7434131481727,1251.8090645873542,731.1852118272162,37829.63607039835,0.005817033356537593
11.0,957963.6265828296,1647.7013510083918,1426.7866339207842,864.9211221261953,38096.96431011462,0.011013554868727134
12.0,956851.1269748795,1879.321938563992,1626.550183196407,1017.3683146221681,38625.63258873753,0.02172174049505518
13.0,955153.9668366337,2142.3423356343064,1854.3631268751972,1191.1664327557378,39658.161268100615,0.04214942853522938
14.0,952420.8218918181,2440.642320079878,2113.910093337385,1389.2990042724432,41635.32669049177,0.08006946562585837
15.0,947898.9497110762,2777.917053753544,2409.2437770379743,1615.1407398992149,45298.74871823269,0.1461475687144387
16.0,940505.486074139,3157.2127919799505,2744.6866525589353,1872.4909116261097,51720.1235696956,0.2509088527647185
17.0,928869.9123992616,3580.3419649130233,3124.6422882407587,2165.564567039999,62259.53878054425,0.3969571396549927
18.0,912193.0810076599,4046.6264797963427,3553.162460060752,2499.030103493016,77708.09994898959,0.5621326470061544
19.0,890635.7130778749,4553.630578219972,4033.640803905985,2877.925830429808,97899.08970956896,0.7132954677784525
20.0,865268.9588465532,5097.941256527208,4568.5657183240755,3307.574203993344,121756.95997460178,0.8363798483024312
21.0,838704.0224744785,5676.294746822725,5159.48583278822,3793.5056193190753,146666.6913265911,0.7998236111500422
22.0,815147.0438243683,6291.280252884157,5807.7046265233275,4341.381085286139,168412.59021093775,0.6982264038377763
23.0,795218.9716482133,6949.570370273315,6515.349696210522,4957.029934012279,186359.07835129029,0.5721618216399881
24.0,779162.4530095494,7659.426555141799,7285.801366005133,5646.5441508647955,200245.77491843852,0.43566792510363495
25.0,766757.6914029366,8430.688044323959,8123.8160385395295,6416.436002332387,210271.36851186707,0.30743555178415777
26.0,759577.6256764502,9276.561455411602,9035.793483200883,7273.767210227889,214836.25217470914,0.07314826963686852
27.0,755747.548988317,10215.462950497207,10030.750524027557,8226.358754123585,215779.87878303434,0.013548799843739755
28.0,752390.5875928842,11257.11779355585,11119.55721655358,9283.04538932405,215949.69200768194,0.0023887663148393916
29.0,748845.8522332509,12407.561769438214,12313.435622520557,10453.772538571991,215979.37783621807,0.0004175567403457726
30.0,744969.2223968197,13672.954751852069,13623.677819006027,11749.611121970476,215984.5339103514,7.341765250472643e-05
31.0,740709.9119027767,15060.14641349685,15061.740285511358,13182.768469921708,215985.4329282931,1.3153471486299876e-05
32.0,736031.919357282,16576.530760151123,16639.349380636657,14766.610362804462,215985.59013912547,2.5708324119541483e-06
33.0,730900.3433514384,18229.79001978222,18368.55478583069,16515.691288697148,215985.6205542512,5.1455300063164e-07
34.0,725279.2277894976,20027.628602577646,20261.725129241455,18445.787916879548,215985.63056180344,-1.6821103546301292e-07
35.0,719131.4689732691,21977.475741659782,22331.509667384016,20573.923264083245,215985.62235360357,3.9591868154870444e-07
36.0,712418.9996771155,24086.267984161015,24590.677105963736,22918.40949464737,215985.64573811216,-1.224916087301014e-06
37.0,705103.543890453,26359.91322412294,27052.120050204823,25498.806529838264,215985.61630538074,8.209488269995244e-07
38.0,697146.7475737184,28803.238101891562,29728.399740276913,28335.986756632876,215985.62782747997,1.5361523012611863e-08
39.0,688511.2680691375,31419.358006221282,32631.704097160105,31452.050569600306,215985.61925788064,6.219177549120466e-07
40.0,679161.3820019303,34209.27590363117,35773.44199098613,34870.27749349913,215985.62260995302,3.280935052148081e-07
41.0,669064.0214398683,37171.39942721314,39163.92294270526,38615.031392155186,215985.62479805786,6.691428720923556e-08
42.0,658189.4574627521,40301.94275932229,42811.18487566187,42711.78893692941,215985.62596533407,5.250001892140531e-08
43.0,646513.215259896,43592.20043841486,46722.366187341715,47186.59113551423,215985.62697883297,3.33332063178332e-08
44.0,634018.2239981145,47027.10013775088,50903.508719107136,52065.53957680445,215985.62756822287,2.2322716157640087e-08
45.0,620693.2562976041,50591.063716257566,55354.34213319775,57375.70993696466,215985.62791597567,1.5919753370101342e-08
46.0,606525.3025277709,54286.601503614045,60053.78179542041,63148.68597066013,215985.62820253434,1.1011249169906587e-08
47.0,591513.3348346575,58106.92043395552,64978.952197829356,69415.1641148523,215985.62841870514,7.67360876237269e-09
48.0,575702.9045921282,61959.02063415888,70163.56217400522,76188.88403148037,215985.62856822714,5.464519768155208e-09
49.0,559142.0716350954,65769.00709647137,75617.35079195988,83485.94181424065,215985.6286622326,3.956399257913824e-09
50.0,541879.0841922286,69487.61794254121,81321.83988156189,91325.82927031138,215985.6287133567,2.8544177817423945e-09
51.0,523962.37888595526,73090.22442341775,87230.33403453643,99731.43392035269,215985.6287357377,1.996499369168921e-09
52.0,505440.5807324599,76576.83091955131,93267.92060446535,108729.03899850656,215985.62874501673,1.3533215291555694e-09
53.0,486362.94043009914,79971.13629087424,99332.15285324153,118348.14166776776,215985.62875801718,1.0224070572565518e-09
54.0,466824.0265220346,83224.07002266445,105366.59975478807,128599.67492670545,215985.62877380726,8.786617674936889e-10
55.0,446975.3380356184,86184.0626985978,111392.06502256248,139462.90545628543,215985.62878693573,7.793812762064097e-10
56.0,426956.12770409574,88741.45510497251,117397.94420188782,150918.8441908842,215985.62879815954,7.099644605982484e-10
57.0,406891.34451543225,90832.62302535282,123337.9649169978,162952.43873415198,215985.62880806497,6.610616413561563e-10
58.0,386891.6337123143,92439.97724056886,129130.18687103679,175552.5733590124,215985.62881706745,6.285745826505034e-10
59.0,367053.33679214877,93591.96352871667,134657.00184605987,188712.06900766288,215985.62882541158,6.136564921350766e-10
60.0,347460.3895050073,94358.01782885585,139769.33975028034,202426.62408267186,215985.62883318448,6.221516065751453e-10
61.0,328239.26775349834,94696.21173498033,144422.32332158033,216656.56834927952,215985.62884066132,6.502731527700231e-10
62.0,309525.6431138257,94519.32255652857,148635.92983266673,231333.47564887322,215985.6288481056,6.939795681964742e-10
63.0,291423.835376701,93798.87337687938,152394.69326869003,246396.96912205504,215985.62885567438,7.530970193882691e-10
64.0,274013.9463780202,92546.86855788509,155660.38312293845,261793.17307766582,215985.6288634903,8.282358101905663e-10
65.0,257351.85999886377,90815.79373987163,158372.0043968376,277474.7129927852,215985.62887164165,9.207903817599119e-10
66.0,241469.24216549651,88698.61584163841,160445.79759995086,293400.71551273175,215985.62888018237,1.0329393125642404e-09
67.0,226389.2974298557,86284.00941659899,161816.1150934381,309524.94917095115,215985.62888915592,1.1667336209303974e-09
68.0,212154.72539963436,83557.1635556137,162538.5969630817,325763.8851830212,215985.6288986489,1.3194110528554362e-09
69.0,198781.66929871106,80537.30901001653,162655.3107677632,342040.0820148135,215985.6289086956,1.4856116748758509e-09
70.0,186271.24836067218,77263.09138046682,162193.86784460663,358286.16349498037,215985.62891927388,1.6587493945214667e-09
71.0,174610.23672134784,73790.90194304606,161168.75555981582,374444.4768454843,215985.62893030592,1.8310055276518115e-09
72.0,163771.0634188119,70194.87764925769,159581.33730867426,390467.0926815979,215985.6289416582,1.9933287984561185e-09
73.0,153712.76159855817,66564.38403052966,157422.33216662752,406314.8932511371,215985.6289531474,2.135093073533131e-09
74.0,144406.79677681267,62929.45537584815,154747.11428184574,421931.0046008584,215985.6289646349,2.2382159003422428e-09
75.0,135820.34721246434,59303.67812565404,151631.80278479971,437258.5429012455,215985.62897583618,2.2918951528159925e-09
76.0,127913.03894805488,55715.245842671204,148133.18921941225,452252.8970033989,215985.6289864626,2.2910619058998106e-09
77.0,120643.77004495598,52191.89587002069,144302.41799500334,466876.2870937295,215985.62899629027,2.2330831761718292e-09
78.0,113970.71058336947,48760.90933122078,140184.9863862904,481097.7646939591,215985.62900516007,2.1177619218428817e-09
79.0,107851.30266232719,45449.11113018697,135820.74453338803,494893.21266111993,215985.62901297768,1.947337042756503e-09
80.0,102242.46908506443,42282.05990298275,131245.0002421557,508244.8417500909,215985.6290197061,1.7276281083861105e-09
81.0,97109.41984835856,39250.62265861986,126532.60376393815,521121.72470396664,215985.62902511665,1.5086224760495798e-09
82.0,92413.6806571214,36362.86539538083,121724.42455313764,533513.4003650194,215985.62902934058,1.2970953243422967e-09
83.0,88115.35454273668,33639.07198735538,116837.84338705525,545422.1010501899,215985.62903266263,1.0773656859081745e-09
84.0,84178.5500088929,31090.87635376872,111895.98647903022,556848.9581230074,215985.62903530058,8.439291788159443e-10
85.0,80571.38103158333,28721.262458981568,106927.72547843977,567794.0019935902,215985.62903740504,6.01458006559155e-10
86.0,77265.96705910598,26524.56431249016,101967.67747069911,578256.1621186448,215985.62903905983,3.648009580561714e-10
87.0,74238.43301206367,24486.46596892621,97056.20497726153,588233.2670014668,215985.6290402816,1.5898340765017788e-10
88.0,71468.90928336387,22584.001528056957,92239.4159556183,597722.0441919407,215985.6290410201,1.92073151091741e-11
89.0,68941.09658646444,20787.06274739664,87567.35424232965,606718.8573826322,215985.62904117687,-1.2655404925259794e-11
90.0,66629.91882512615,19103.98255361723,83037.97263071217,615242.4969494464,215985.62904109788,1.1119046438726653e-11
91.0,64512.037115133186,17548.409527238793,78636.45289138943,623317.4714252126,215985.62904102588,3.446468255081788e-11
92.0,62569.47614041567,16119.459122332057,74363.85241314037,630961.5832831025,215985.6290410093,3.934393879971688e-11
93.0,60786.26857309903,14812.173183154791,70225.22312586813,638190.7060768157,215985.62904106223,2.0082110365636016e-11
94.0,59148.45507350393,13617.519944151816,66229.61150059997,645018.7844405796,215985.6290411645,-1.6632647779702802e-11
95.0,57644.084290146304,12522.394029954998,62390.05854948741,651457.8340891496,215985.62904126156,-5.174932087306831e-11
96.0,56263.21285973732,11509.616455383253,58723.59982580606,657517.9418178087,215985.62904126453,-5.385403435971986e-11
97.0,54995.92027680505,10567.948980696592,55237.59675457799,663212.9049474404,215985.6290404798,3.295573799191731e-10
98.0,53830.83111814293,9701.751468388631,51916.32632614741,668565.4620481369,215985.62903918396,9.78272627157261e-10
99.0,52758.804557686526,8909.30117189918,48751.799401630895,673594.4658301151,215985.62903866806,1.2386603871351526e-09
100.0,51771.64089444848,8187.0039135593215,45738.625474283646,678317.1006782171,215985.62903949118,8.258266416035781e-10
101.0,50862.06953741191,7529.448629867315,42873.93959881368,682748.913192434,215985.62904147292,-1.7244961807447576e-10
102.0,50023.749005530415,6929.407371488597,40157.402391381824,686903.8121879057,215985.62904369328,-1.2957163909237643e-09
103.0,49251.26692772807,6377.8353032557925,37591.2000296017,690794.0686949214,215985.62904449282,-1.7108486663567783e-09
104.0,48539.82569809819,5865.758514052427,35177.31757073802,694431.4692030869,215985.6290140242,1.7295055629986136e-08
105.0,47883.80827357893,5393.868118638815,32903.814568193564,697832.8801351243,215985.62890446413,8.642709414766482e-08
106.0,47278.46149889203,4961.557359279062,30760.954511408414,701013.3978014865,215985.62882893375,1.3426361284134069e-07
107.0,46719.552142009874,4566.901591956808,28741.26354047432,703986.6538681007,215985.62885745804,1.1648028654572659e-07
108.0,46203.258996921446,4207.213578319596,26838.725995012224,706765.1724312966,215985.62899845003,2.7614099130096472e-08
109.0,45726.17288363233,3879.0434856788643,25048.784414172267,709360.3700178054,215985.62919871093,-9.893665650171419e-08
110.0,45285.29664816473,3578.1788870099554,23368.339536633786,711782.5555847612,215985.62934343008,-1.9091237841130856e-07
111.0,44878.042493503046,3299.667690616507,21795.716694993687,714040.9438720063,215985.62924888034,-1.3199172545422765e-07
112.0,44501.72044887289,3042.121311407941,20324.394993729256,716146.1348828886,215985.62836310116,4.705938933185639e-07
113.0,44153.705399464576,2805.6589285184323,18946.11627593033,718108.8911887117,215985.62820737483,5.767123102804891e-07
114.0,43831.78722406629,2588.511054714909,17655.78456191026,719938.2877318993,215985.62942740915,-2.6507109315576954e-07
115.0,43533.94465043831,2388.9493801556696,16448.614529381546,721642.861159479,215985.63028054527,-8.572837726687402e-07
116.0,43258.330166760206,2205.381079391526,15320.002920490793,723230.6575016004,215985.62833175686,5.306324134523651e-07
117.0,43003.227377600386,2036.523486419574,14265.297499737686,724709.3235407816,215985.62809546068,6.954929778747299e-07
