Day,Susceptible,Exposed,Infected,Recovered,Vaccinated,Willingness
0.0,999400.0,100.0,500.0,0.0,0.0,0.4
1.0,987079.1118681782,258.5144201937546,487.3969031757876,49.0978769555007,12125.87893149669,0.2997238483052807
2.0,978085.4072198754,387.41470249629515,502.9885899017218,98.42478409060271,20925.76470363593,0.2149497195514864
3.0,971730.3013436366,501.1838365186169,539.9595187589998,150.42751989022713,27078.12778119559,0.14857496870223666
4.0,967347.8717017758,609.3110069691065,594.5744064048552,206.98885334318885,31241.25403150698,0.09982049073591531
5.0,964338.5304813681,719.3007009269177,664.4902442645227,269.8276400343408,34007.8509334061,0.0655578505878927
6.0,962278.7489478004,835.7625507296723,749.319110525568,340.3863299463071,35795.78306099813,0.04241042427377947
7.0,960821.3783656324,962.9786690933654,849.1975815617618,420.18158093764714,36946.26380277477,0.027110966595632443
8.0,959740.3124262161,1104.411700769555,965.0916683780182,510.75797605668674,37679.4262285796,0.01716281612217906
9.0,958887.3545506977,1263.2622764861176,1098.53167609987,613.7817014608256,38137.06979525541,0.01084133041166007
10.0,958146.1674221363,1442.8558421101127,1251.4439250209305,731.108645118091,38428.42416561445,0.007738032402064145
11.0,956859.4653236691,1646.4480965572604,1426.2567987321695,864.8000787542314,39203.02970228709,0.05086833186191453
12.0,951776.7499008819,1876.6059653831903,1625.7284185863846,1017.1819178709167,43703.733797277535,0.2674735154559242
13.0,934962.3501526316,2132.224271810923,1852.5527684214,1190.858711927201,59862.01409520874,0.7140054999311253
14.0,906683.7745135211,2407.3303708455014,2108.423085992054,1388.6623400921228,87411.80968954913,0.9441365186844787
15.0,875463.55563308,2698.2775734831616,2393.857399664692,1613.5294244477718,117830.7799693243,0.9909685222596454
16.0,844608.8094857802,3004.724718607674,2709.001806185576,1868.4242934633487,147809.03969596312,0.9985894441928239
17.0,814634.803327029,3326.7959399616966,3053.9940453989984,2156.324801672431,176828.08188593775,0.9995820041365495
18.0,785607.7418971909,3664.116559820542,3428.935707431425,2480.2229928930833,204818.98284266394,1.0003242175926195
19.0,757476.1239325382,4015.803072475289,3833.8147486662233,2843.109995764579,231831.14825055544,0.9995507416115801
20.0,730245.1433778902,4380.529161910251,4268.362428658178,3247.9790178685225,257857.9860136726,1.0000866143106626
21.0,703856.1144683386,4756.518469044439,4732.130811465662,3697.757054464146,282957.47919668705,1.0000677786874508
22.0,678294.6266119726,5142.274291267368,5223.853166616186,4195.445843613066,307143.8000865306,1.0000400374967644
23.0,653529.5785327957,5534.9951512316175,5742.685106682256,4743.744710030463,330448.99649925984,1.0000483295364382
24.0,629534.1082483215,5930.691501941347,6288.10112822334,5345.021241731267,352902.0778797824,1.0000534216670005
25.0,606285.6066200637,6327.118310079676,6857.757982115532,6001.855334790863,374527.66175295017,0.9999355154109468
26.0,583767.4831656733,6723.211459836904,7447.921537622213,6716.916303416257,395344.46753345116,0.9992269475808129
27.0,561970.1843116116,7114.765777480295,8056.729967796244,7492.005940875632,415366.31400223606,0.9966857820014309
28.0,541036.6481413433,7498.509761317936,8681.449368104762,8328.787349171082,434454.60538006277,0.9758813858586478
29.0,521810.2079663078,7872.915118557118,9318.81686796194,9228.70775407394,451769.35229309904,0.8527338617563823
30.0,507649.1488648404,8243.756318092164,9966.243642361842,10192.882750756258,463947.96842394915,0.45511194130048865
31.0,501085.2466426534,8631.26529220323,10623.862508511918,11222.290631532025,468437.3349250992,0.10689608144219556
32.0,498031.09476911824,9052.654271586733,11295.801834319414,12318.1313163198,469302.31780865556,0.016958441145593105
33.0,495586.89866992185,9509.97074608807,11987.50780295376,13482.11086547894,469433.5119155572,0.0024800362531726865
34.0,493127.13145020785,10000.265935794196,12703.6698112542,14716.44925761588,469452.4835451277,0.00035939794932923264
35.0,490552.41298731515,10520.642813639648,13447.945862084254,16023.782879551096,469455.2154574096,5.219857593703792e-05
36.0,487845.21637650527,11068.938918797288,14223.165595582943,17407.070568060975,469455.6085410533,7.765005799891262e-06
37.0,484999.69167690154,11643.583016459936,15031.538380022366,18869.521615390015,469455.6653112259,1.3145161044584052e-06
38.0,482011.58930799516,12243.390877857966,15874.804680725903,20414.541776144782,469455.67335727595,3.966988419095157e-07
39.0,478876.8873195571,12867.403376942937,16754.337637711324,22045.691899809357,469455.67976597906,-3.448589306032688e-07
40.0,475591.6981908221,13514.764581761381,17671.21010624099,23766.65424157078,469455.6728796045,4.5793647851528664e-07
41.0,472152.2462982517,14184.640950566025,18626.22814503176,25581.206510932527,469455.67809521774,1.6233406977441235e-07
42.0,468555.02698550187,14876.131712658884,19619.970894610135,27493.191016161163,469455.6793910677,1.4842636766366944e-07
43.0,464796.7468630878,15588.376567973872,20652.66816831578,29506.527077324423,469455.68132329785,8.709008484210854e-08
44.0,460874.5402122782,16320.170557601245,21724.49263883113,31625.113939833955,469455.6826514552,4.715040616377767e-08
45.0,456786.0640688987,17069.901956520276,22835.561981032217,33852.78877966262,469455.683213886,3.024744485298807e-08
46.0,452529.3019487185,17836.154146054392,23985.414148456795,36193.446442431006,469455.683314339,2.729827108691977e-08
47.0,448102.2405209721,18618.536042149663,25172.305503031104,38651.23429820395,469455.6836356429,1.74318078281378e-08
48.0,443501.1573679086,19422.20408311843,26389.34220353411,41231.61161997217,469455.6847254664,-1.701479307764763e-08
49.0,438728.2065785365,20238.884840008923,27640.410744534514,43936.81194606582,469455.68589085405,-5.409759066115969e-08
50.0,433786.61635718826,21059.30408372293,28929.7036396146,46768.68940148069,469455.6865179933,-7.416478929809263e-08
51.0,428679.15626386664,21877.11045613511,30258.411016328762,49729.63596992663,469455.6862937426,-6.715766222963643e-08
52.0,423408.1372142442,22688.87547009297,31624.720616203485,52822.58149382754,469455.68520563154,-3.261055156247612e-08
53.0,417975.4114796635,23494.093509416896,33023.81779473736,56050.99367432139,469455.6835418606,2.0349131731207843e-08
54.0,412382.372687137,24295.181828900128,34447.88552140108,59418.87807126021,469455.6818913013,7.300090781373906e-08
55.0,406629.9558193472,25097.48055430877,35886.10437963743,62930.778103210076,469455.6811434963,9.703122798194672e-08
56.0,400718.99132184766,25908.642910097547,37325.03304675322,66591.65032359764,469455.6823977037,5.638245421068786e-08
57.0,394657.5167345854,26721.75391233808,38762.54379945537,70402.50036462264,469455.68518899824,-3.782493235386652e-08
58.0,388459.911508644,27515.34125324073,40209.18178283317,74359.87767281239,469455.6877824695,-1.265681071457876e-07
59.0,382139.2703028548,28273.132817818336,41670.75035527519,78461.15752171629,469455.68900233513,-1.6905073575903275e-07
60.0,375707.0780035447,28985.077446783816,43147.31565078466,82704.84059333582,469455.6883055508,-1.462190213910936e-07
61.0,369173.2097245358,29647.34493655018,44633.20657897943,87090.55297812457,469455.6857818098,-6.0761704842997e-08
62.0,362545.93080714584,30262.32603923051,46117.014825091996,91619.04617498821,469455.6821535432,6.288993548069613e-08
63.0,355831.8968201878,30838.632462637965,47581.59484996949,96292.19709128447,469455.67877592007,1.785620835718903e-07
64.0,349036.1535599701,31391.0968702858,49004.06389007369,101113.0080428232,469455.67763684696,2.183383858189544e-07
65.0,342166.08557009127,31930.639478105168,50364.61671456047,106082.97805751675,469455.6801797261,1.2948701705077347e-07
66.0,335244.7578177377,32429.206019584137,51678.13652926853,111192.21609728696,469455.6835361224,5.1330606402671785e-09
67.0,328292.10183676204,32867.24478627195,52953.24366757811,116431.72366264446,469455.6860467431,-9.00002368197022e-08
68.0,321325.3157825032,33233.049445407814,54191.8868678583,121794.0610475432,469455.6868566871,-1.211536131205099e-07
69.0,314359.35467490985,33521.51894871638,55390.3875598922,127273.05305580194,469455.68576067936,-7.913181885973402e-08
70.0,307406.9303985402,33734.157532407735,56539.43986487696,132863.7890011041,469455.6832030707,1.969638255884497e-08
71.0,300478.51170256233,33879.0747171774,57624.1105954237,138562.62270699788,469455.6802778385,1.3339821492524251e-07
72.0,293582.3242007539,33970.98530820633,58623.83925555759,144367.1725068962,469455.6787285857,1.9447688922327245e-07
73.0,286726.38162063167,34025.473494816055,59517.72640927889,150274.73824842682,469455.68022684625,1.352307014603226e-07
74.0,279930.4039808965,34024.519601605134,60317.34630839172,156272.0476471648,469455.6824619415,3.764955102566672e-08
75.0,273211.59093506954,33955.36553326512,61031.431461410066,162345.92787923792,469455.68419101706,-4.0548194988050846e-08
76.0,266584.05687056476,33812.407599771745,61662.83501610023,168485.01561781485,469455.6848957481,-7.183537035001895e-08
77.0,260059.6909526911,33594.80668613953,62210.650229185914,174679.16768688455,469455.6844450986,-4.8132441983209834e-08
78.0,253648.15712465235,33306.488252421776,62670.21046634814,180919.46106125618,469455.6830953213,1.9192490035620258e-08
79.0,247356.8941075472,32956.14233371057,63033.08920222528,187198.19286655897,469455.6814899577,9.93236924759317e-08
80.0,241191.11540036928,32557.22354013677,63287.10002041307,193508.8803792424,469455.6806598382,1.419977989534005e-07
81.0,235155.22357810984,32123.746781105092,63420.33302740681,199845.01494049828,469455.6816728797,8.989754208492762e-08
82.0,229260.2333664893,31647.046273083593,63444.42336376499,206192.61356983203,469455.6834268298,-1.572541188723297e-08
83.0,223514.4580378459,31122.81825791955,63368.66826426093,212538.37055130157,469455.68488867173,-1.0745813686544813e-07
84.0,217924.06697059883,30550.828671311305,63198.84345105163,218870.57541326404,469455.68549377396,-1.443891690617091e-07
85.0,212493.6646604854,29933.277697016518,62938.69062700517,225178.68198207725,469455.6850334154,-1.1037592043888179e-07
86.0,207226.2907205614,29274.799766852182,62589.91747570069,231453.30838209973,469455.68365478574,-1.4044678710708144e-08
87.0,202123.41988120085,28582.463560694596,62152.197661428385,237686.23703569078,469455.6818609851,1.1120939265819573e-07
88.0,197184.96199009617,27865.772006479394,61623.17082918953,243870.41466321028,469455.6805110244,2.0722225445233772e-07
89.0,192409.28947786253,27136.579790709737,60998.52716483884,249999.92273289818,469455.68083369045,1.8919082150586968e-07
90.0,187797.74113683042,26395.1684025406,60286.39224602179,256065.0131919052,469455.68502270174,-1.9163777557255787e-07
91.0,183351.66465156962,25638.53016002443,59498.86536556449,262055.24889795136,469455.6909248898,-7.577675726421112e-07
92.0,179069.64088621922,24870.286045827277,58641.204038374985,267963.17374819913,469455.6952813791,-1.1794015778576829e-06
93.0,174949.84117275508,24093.94635583216,57718.61261799521,273781.9037468565,469455.69610656076,-1.2542500167727297e-06
94.0,170990.02731099003,23312.910699139073,56736.24229660097,279505.12700517685,469455.6926880928,-9.075303323392715e-07
95.0,167187.5515685737,22530.46799806499,55699.191105001955,285127.1037414592,469455.68558689987,-1.919671849078939e-07
96.0,163539.35668099255,21749.79648814386,54612.503912641725,290642.66628104803,469455.6766371735,7.122075477722568e-07
97.0,160041.97585156997,20973.9637181266,53481.17242759775,296047.21905633336,469455.66894637205,1.497254770553465e-06
98.0,156691.53275146615,20205.926549981115,52310.13519658134,301336.7386067506,469455.6668952205,1.7279281708894548e-06
99.0,153483.90272985923,19448.1609957244,51104.62726445042,306507.63484727463,469455.6741626911,1.0096334637062349e-06
100.0,150415.35969627395,18701.609002582256,49870.929003943405,311556.42011333286,469455.68218386726,1.396709644525365e-07
101.0,147481.5911366696,17968.401123282303,48613.616498178635,316480.7058828926,469455.6853589766,-1.982725185627631e-07
102.0,144678.23715362794,17250.27948794839,47337.313069220814,321278.48732702463,469455.68296217796,1.1681330332633169e-07
103.0,142000.98829708877,16548.346160888676,46046.94495688872,325948.04220156727,469455.6783835663,6.914366963916871e-07
104.0,139445.5838950624,15863.075100846676,44747.727918044075,330487.93420619203,469455.67887985456,6.444965095959847e-07
105.0,137007.64347278743,15195.199354966626,43444.118252230546,334897.3551734633,469455.6837465518,1.5523266368535576e-09
106.0,134682.5847243501,14546.1423242246,42139.25135320317,339176.33511559357,469455.6864826282,-3.678250033629735e-07
107.0,132465.9595252422,13916.817103017895,40836.42575328971,343325.11245063355,469455.68516781635,-1.6594967473229456e-07
108.0,130353.4893363391,13307.553639249949,39539.20924259091,347344.0665663754,469455.6812154444,4.1491164751574025e-07
109.0,128341.06520389991,12718.098734330351,38251.43886898046,351233.7178203525,469455.6793724365,6.92539827683629e-07
110.0,126424.66635194812,12148.004266422464,36976.775473599235,354994.86939998507,469455.68450804485,-1.161401284086913e-07
111.0,124600.09635371034,11597.892036254549,35717.16175154711,358629.15986979567,469455.68998869206,-1.0184267847439453e-06
112.0,122863.27560526544,11068.244638428061,34474.31393021162,362138.475950485,469455.6898756096,-9.888799308944408e-07
113.0,121210.33526332249,10559.037028136052,33250.242141534065,365524.7019569125,469455.6836100946,8.143009219827588e-08
114.0,119637.61696860654,10069.738158521512,32047.249079916463,368789.71978451376,469455.6760084414,1.383270185066677e-06
115.0,118141.66752576135,9599.335308981552,30867.90078362579,371935.4193828849,469455.6769987461,1.2286660029451688e-06
116.0,116718.98140187332,9147.54761847341,29713.563056094066,374964.22289384686,469455.6850297121,-2.1405044132129177e-07
117.0,115366.0944459773,8714.473964166427,28584.85550248566,377878.8883659137,469455.68772145663,-6.961366139528173e-07
118.0,114079.75261342018,8299.757845234883,27482.724955489623,380682.08190134645,469455.6826845086,2.6887094385288513e-07
119.0,112856.86030663572,7902.809272223722,26408.18730927909,383376.4660529349,469455.6770589264,1.3466264953420952e-06
120.0,111694.46565958916,7522.891147745261,25362.226454795433,385964.734181645,469455.68255622487,2.7356697834639717e-07
