Day,Susceptible,Exposed,Infected,Recovered,Vaccinated,Willingness
0.0,999400.0,100.0,500.0,0.0,0.0,0.4
1.0,998539.5012947972,259.6910573536898,487.4305833155829,49.10931133602627,664.2677531975041,0.2691025091301562
2.0,997911.4305015557,391.19413930161903,503.5658181899201,98.44012155890572,1095.3694193938818,0.16828800260238488
3.0,997440.8482861934,508.9512015113055,541.6143670143912,150.53759676865045,1358.0485485122367,0.09960211421460506
4.0,997062.2136768003,622.480254518383,597.9500503465143,207.36819442461575,1509.987823910235,0.05681201036425486
5.0,996723.7269908785,738.8598970239973,670.6836248234881,270.66854595880335,1596.060941315244,0.031561135377810315
6.0,996392.2685305958,863.2917931719448,759.3677152213444,342.03508281220144,1643.0368781987172,0.01733162297342223
7.0,996043.4055950949,1000.1597398738219,864.4219736567779,423.0847007912806,1668.92799058312,0.009373692560979804
8.0,995661.4164071913,1153.262127007413,987.0451237509402,515.5044342988555,1682.7719077513475,0.005057327899503638
9.0,995233.3166539343,1326.277367771134,1129.0038688329953,621.1370352384619,1690.2650742230082,0.0026994279988019395
10.0,994748.2172666418,1522.9171967063457,1292.608979101347,742.0261475550492,1694.2304099953255,0.0014036154283800083
11.0,994191.0057106452,1747.1328687252856,1480.6726319099016,880.4733310766693,1700.715457642883,0.006887219481476279
12.0,993523.8125205191,2003.2244810458799,1696.5259528130962,1039.0863988653455,1737.350646756422,0.03847460369068534
13.0,992611.2765777407,2295.925068974586,1944.0421612139053,1220.8333247234025,1927.9228673473547,0.18735542058812066
14.0,991062.7813984208,2630.341504177613,2227.665243389605,1429.0978085475876,2650.114045464343,0.5701873660976744
15.0,988634.8286377301,3011.853100934287,2552.4136799024463,1667.736558420869,4133.168023012155,0.8836458374347571
16.0,985695.7479466219,3446.5188712103,2923.907643048432,1941.1378861754256,5992.687652943904,0.9778088713490474
17.0,982514.4845539139,3941.4523518892734,3348.4868470212314,2254.2866614951145,7941.289585680309,0.9956556048974119
18.0,979149.9249251797,4504.747876548341,3833.338314438447,2612.843267510754,9899.145616322721,0.9990758959130067
19.0,975591.7788631833,5145.473692374845,4386.598779711579,3023.2337051649592,11852.914959565149,0.9999732588546829
20.0,971815.5398744582,5873.734232715235,5017.45543920372,3492.7493592958085,13800.521094326903,0.999783776431235
21.0,967793.5856542047,6700.760243740215,5736.251471931387,4029.655742394297,15739.746887729289,0.999717984438779
22.0,963492.8358272932,7639.020607565576,6554.592140419949,4643.322059781848,17670.229364939234,0.9993733401093964
23.0,958878.3478444734,8702.615271163088,7485.289735794961,5344.416802440691,19589.330346127666,0.9960422804087689
24.0,953902.5372901708,9906.039791640507,8543.202546215558,6144.747012804117,21503.473359168864,0.9986159943798649
25.0,948522.1187083633,11265.546178061724,9744.684277770812,7057.803236586453,23409.847599217566,1.0039483754471705
26.0,942703.3961584332,12799.642832180647,11107.33614035406,8098.912319046181,25290.712549985714,0.9896823465568833
27.0,936460.4476092089,14528.500728929892,12650.470667125808,9285.205032498077,27075.375962237107,0.8690191793429461
28.0,930242.2455237573,16473.70194066489,14396.32125213487,10635.757958354872,28251.97332508782,0.3346715935701697
29.0,924277.2656236247,18662.213405182592,16369.341706388326,12172.038122303113,28519.141142501045,0.03707421730075012
30.0,917819.421444464,21121.38085147822,18596.902957437876,13918.108348609205,28544.186398010443,0.0029658322322114864
31.0,910566.9022293083,23877.239582946684,21108.815669104883,15900.894729786387,28546.147788853534,0.0002332130844468585
32.0,902410.155962191,26956.10262333454,23937.0279769058,18150.412581002136,28546.300856566282,1.8694010747899628e-05
